2.023754030466079767e-01,2.033659785985946766e-01,2.027834028005600087e-01,2.067150056362151989e-01,2.056366652250289917e-01
2.023778796195983831e-01,2.030540019273757990e-01,2.035053551197051891e-01,2.071716099977493342e-01,2.058631420135497991e-01
2.023903876543045044e-01,2.025767415761947632e-01,2.027410864830017090e-01,2.070883214473724365e-01,2.055877536535263006e-01
2.025210171937942560e-01,2.035819679498672430e-01,2.025961905717849620e-01,2.072293102741241400e-01,2.057988315820694081e-01
2.024219781160354614e-01,2.027800798416137806e-01,2.027235567569732611e-01,2.069901645183563343e-01,2.058746069669723511e-01
2.023173540830612294e-01,2.033848613500595093e-01,2.039089977741241344e-01,2.071640878915786688e-01,2.057560414075851329e-01
2.022681206464767567e-01,2.032967388629913219e-01,2.027572691440582275e-01,2.074084490537643488e-01,2.059626430273056030e-01
2.024962812662124689e-01,2.031020820140838623e-01,2.024496763944625966e-01,2.074499070644378607e-01,2.058322995901107899e-01
2.023924440145492554e-01,2.031442105770110973e-01,2.026177644729614258e-01,2.075054883956909124e-01,2.058540791273117121e-01
2.025089263916015625e-01,2.029487729072570745e-01,2.035411417484283558e-01,2.076000839471817128e-01,2.057084918022155651e-01
