5.338998198509216087e-01,5.346922755241394487e-01,5.345218300819396529e-01,5.340438127517700417e-01,5.566820383071899858e-01
5.338782787322997603e-01,5.346148014068603516e-01,5.347979187965392622e-01,5.345250844955444780e-01,5.551014542579650879e-01
5.337835311889648215e-01,5.348365187644958940e-01,5.345770359039306863e-01,5.346066832542419878e-01,5.544654846191405806e-01
5.338671088218689409e-01,5.344163298606872115e-01,5.346725225448608620e-01,5.344136118888854758e-01,5.436218619346618874e-01
5.341964721679687278e-01,5.345230460166930930e-01,5.347544193267822488e-01,5.339831233024596724e-01,5.435640454292297585e-01
5.336661815643310991e-01,5.347689270973206010e-01,5.347909688949584739e-01,5.339224934577941895e-01,5.490527391433716042e-01
5.345964074134826882e-01,5.342889904975891557e-01,5.346961855888366921e-01,5.343674659729004128e-01,5.492442488670349343e-01
5.331949114799499068e-01,5.345825314521789329e-01,5.346991896629333940e-01,5.339341521263122337e-01,5.436183452606201394e-01
5.334141969680785689e-01,5.340239405632019043e-01,5.345447301864624245e-01,5.335131287574768066e-01,5.569289445877074751e-01
5.345953583717346635e-01,5.340147376060485618e-01,5.345728039741516335e-01,5.346300482749939409e-01,5.452316045761108620e-01
