2.000395238399505504e-01,2.009822607040405162e-01,2.007497817277908436e-01,2.088726490736007579e-01,1.999131172895431408e-01
2.008311897516250610e-01,2.009709566831588690e-01,2.004653722047805842e-01,2.077918380498885997e-01,1.999185472726821844e-01
2.009556472301483043e-01,2.008727341890335083e-01,2.006899476051330622e-01,2.090946108102798573e-01,1.999012768268585150e-01
2.006643205881118719e-01,2.012336909770965632e-01,2.003014445304870661e-01,2.084375292062759510e-01,1.999505817890167292e-01
2.013430446386337280e-01,2.012133985757827703e-01,2.008650928735732921e-01,2.086022198200225830e-01,1.999085962772369496e-01
2.005046814680099543e-01,2.008097946643829235e-01,2.004545599222183339e-01,2.087095260620117076e-01,1.999672710895538386e-01
2.005767554044723400e-01,2.009456008672714233e-01,2.003789275884628185e-01,2.083724737167358398e-01,1.998623877763748280e-01
2.002435415983200018e-01,2.007904112339019831e-01,2.007368922233581654e-01,2.089519947767257690e-01,1.999201327562332153e-01
2.008028328418731689e-01,2.009890735149383600e-01,2.003436535596847534e-01,2.086940526962280384e-01,2.000499814748764038e-01
2.003431886434555165e-01,2.010185867547988892e-01,2.005725502967834473e-01,2.087414801120758001e-01,1.998545318841934149e-01
