4.537222146987914817e-01,5.828610897064209206e-01,5.605220019817351851e-01,3.951198339462280162e-01,4.245328783988952526e-01
4.933674514293670543e-01,5.831963062286377175e-01,5.671991944313049538e-01,3.498719274997711404e-01,3.771029114723205566e-01
4.459135770797729714e-01,5.834128975868224654e-01,5.587451040744781938e-01,3.735815584659576416e-01,3.705169081687927357e-01
4.790113568305969238e-01,5.831996321678161177e-01,5.647388994693756104e-01,3.487263381481170432e-01,3.560451984405517689e-01
4.724201977252960316e-01,5.831204175949096236e-01,5.644888043403625266e-01,3.840499520301818848e-01,4.093379139900207297e-01
4.238453626632690541e-01,5.830034494400024858e-01,5.641806542873382124e-01,3.953624606132507546e-01,3.855948626995086559e-01
4.809284925460815541e-01,5.828604578971863237e-01,5.622852563858031782e-01,3.759184241294860618e-01,3.685234010219574086e-01
4.675229370594024547e-01,5.831061959266662376e-01,5.619229853153229204e-01,3.542320013046264537e-01,3.743995428085327148e-01
4.827700078487396351e-01,5.835422754287720171e-01,5.476915240287780762e-01,3.912864208221435436e-01,4.024652361869812123e-01
4.649874389171600453e-01,5.834786057472228782e-01,5.491013944149016890e-01,4.281535208225250022e-01,4.144279718399047630e-01
