5.688349664211272971e-01,5.696255564689636230e-01,5.700278401374816450e-01,2.881812185049056896e-01,4.990657150745391735e-01
5.696034371852874978e-01,5.708738684654235396e-01,5.706966638565063032e-01,3.255669593811035267e-01,4.974268198013305775e-01
5.693122863769530806e-01,5.696799814701080100e-01,5.693090021610259788e-01,3.070783436298370472e-01,5.009907066822052446e-01
5.707732141017913818e-01,5.718476891517638716e-01,5.704263746738433838e-01,3.280276179313659779e-01,4.986502110958099254e-01
5.709681928157805952e-01,5.692459642887115479e-01,5.723271787166595015e-01,3.126757562160492054e-01,5.146915316581726074e-01
5.697614014148711936e-01,5.695670664310454878e-01,5.705871343612670676e-01,3.383245885372161976e-01,4.999241471290588601e-01
5.705527245998383012e-01,5.693724393844604714e-01,5.695337653160095215e-01,3.117418825626373513e-01,4.980615973472595215e-01
5.704639315605163352e-01,5.703101813793182151e-01,5.703412055969238059e-01,3.335037142038345115e-01,5.043341755867004617e-01
5.699771046638488770e-01,5.705843269824981689e-01,5.704362332820892556e-01,2.848619282245635764e-01,5.177161633968353494e-01
5.701680779457092285e-01,5.698171973228454146e-01,5.699742972850799783e-01,3.233072012662887573e-01,5.139771997928619385e-01
